"Token", "Item Name", "Description", "Category", "SKU", "Variation Name", "Price", "Enabled Fraser Highland Shoppe", "Current Quantity Fraser Highland Shoppe", "New Quantity Fraser Highland Shoppe", "Stock Alert Enabled Fraser Highland Shoppe", "Stock Alert Count Fraser Highland Shoppe", "Price Fraser Highland Shoppe", "Enabled DEVEL", "Current Quantity DEVEL", "New Quantity DEVEL", "Stock Alert Enabled DEVEL", "Stock Alert Count DEVEL", "Price DEVEL", "Tax - GST (5%)"
,"Scottish Country Dance Ghillies for Men Black Size 13","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-13,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 13.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-13.5,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 14","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-14,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 2","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-2,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 2.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-2.5,Regular,76.19,Y,0,0,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 8","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-8,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 8.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-8.5,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 9","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-9,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Scottish Country Dance Ghillies for Men Black Size 9.5","The Highland 1 is a robust ghillie made for Scottish Country dancing. made with a little wider cut and stiffer sole it has become a favorite for the gents and outdoor events. ","Scottish County Dance",SCD-Ghillies-b-9.5,Regular,76.19,Y,1,1,Y,0,,N,,,,,,Y
,"Adult Ruche Tie, Burgundy","Elegance and class! Best way too look stylish and to be always certain your tie looks just fine. Easy to wear, good choice for any formal or semi-formal event.","Scottish Dress",u-t-r-b,Regular,45.00,Y,0,0,Y,0,,N,,,,,,Y
,"ASPD Custom Shirts","ASPD Custom Shirts","Scottish Dress",u-aspd,Regular,21.50,Y,0,0,Y,0,,N,,,,,,Y
,"Battleaxe  Kilt Pin","Finish off your traditional kilt outfit to perfection. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the wind.","Scottish Dress",kiltpin-battleaxe,Regular,19.05,Y,5,5,Y,2,,N,,,,,,Y
,"Celtic Broadsword Kilt Pin","Finish off your traditional kilt outfit to perfection. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the wind.","Scottish Dress",kiltpin-broadsword,Regular,14.29,Y,9,9,Y,1,,N,,,,,,Y
,"Chrome Plaid Broach with Saltire","Beautiful and elegant fly plaid brooches. A classy must-have for anyone wearing the most sophisticated version of Prince Charlie outfit! Keeps your fly plaid in place and look fabulous at the same time","Scottish Dress",broach-saltire,Regular,30.00,Y,1,1,Y,0,,N,,,,,,Y
,"Chrome Plaid Broach with Thistle","Beautiful and elegant fly plaid brooches. A classy must-have for anyone wearing the most sophisticated version of Prince Charlie outfit! Keeps your fly plaid in place and look fabulous at the same time","Scottish Dress",broach-thistle,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Fly Plaid","Tartan Shoulder Plaid, Fringed. Great addition to any Scottish outfit. Fly plaid in many different tartans to match your kilt perfectly. High quality ensures smart and elegant look. Great way to emphasize your pride and heritage! Made to order to cope with your expectations.

Size: 100x100cm (40x40"")","Scottish Dress",fly-plaid,Regular,225.00,Y,0,0,Y,1,,N,,,,,,Y
,"Ghillie Shirt Large","Ghillie shirt with collar and lace up neckline","Scottish Dress",U-GS-LG,Regular,50.00,Y,0,0,Y,1,,N,,,,,,Y
,"Ghillie Shirt Medium","Ghillie shirt with collar and lace up neckline","Scottish Dress",U-GS-MD,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Ghillie Shirt Small","Ghillie shirt with collar and lace up neckline","Scottish Dress",U-GS-SM,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Ghillie Shirt X-Large","Ghillie shirt with collar and lace up neckline","Scottish Dress",U-GS-XL,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Ghillie Shirt XX-Large","Ghillie shirt with collar and lace up neckline","Scottish Dress",U-GS-XXL,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Imported Budget Black Prince Charlie Jacket, 100% Wool","The most popular, traditional black full dress Prince Charlie Jacket with 3 chrome button Waistcoat. Made to the highest standards - 100% 15oz Pure Barathea Wool. Comfortable and very smart. Great for formal occasions (wedding, ceilidh&#039;s) together wi","Scottish Dress",u-pc-w-bl,Regular,335.00,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Pin Sword (Claymore)","Kilt Pin Sword","Scottish Dress",U-KP-Sw,Regular,9.95,Y,2,2,Y,2,,N,,,,,,Y
,"Kilt Pin Thistle","Thistle Kilt Pin","Scottish Dress",U-KP-T,Regular,28.57,Y,7,7,Y,2,,N,,,,,,Y
,"Kilt Pin Twisted Thistle","Twisted Thistle Kilt Pin","Scottish Dress",U-KP-TT,Regular,27.95,Y,9,9,Y,1,,N,,,,,,Y
,"Kilt Pin, Coloured Thistle","Finish off your traditional kilt outfit to perfection with this classic pewter kilt pin. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the Scottish winds, this is an essential finishing touch for every Highl","Scottish Dress",u-kp-cts,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Pin, Lion","Finish off your traditional kilt outfit with this pewter kilt pin used to add extra weight to the front apron of your kilt to prevent it from blowing around in the wind.  Rampant Lion","Scottish Dress",u-kp-ls,Regular,19.05,Y,2,2,Y,1,,N,,,,,,Y
,"Kilt Pin, Lion Rampant, Black Enamel","Finish off your kilt perfectly with a Lion Rampant pin, available in Black Enamel Finish. The perfect complement to any highland set.

The kilt pin is a piece of jewellery that is usually worn on the lower corner of the outer apron of a kilt. Its func","Scottish Dress",u-kp-lr-b,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Pin, Thistle","Finish off your traditional kilt outfit to perfection with this classic pewter kilt pin. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the Scottish winds, this is an essential finishing touch for every Highl","Scottish Dress",u-kp-ts,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Kilt Pin, Thistle Sword, Antique Finish","Finish off your kilt perfectly with a Thistle Sword Kilt pin, available in Antique finish. The perfect complement to any highland set.

The kilt pin is a piece of jewellery that is usually worn on the lower corner of the outer apron of a kilt. Its funct","Scottish Dress",u-kp-ts-a,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Ladies Sash for Highland Dress","Ladies Sash for Highland Dress","Scottish Dress",u-sash-ladies,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Merino Wool V-Neck Sweater, Black","A fashionable Men&#146;s Merino Wool Sweater featuring a classic look v-neck collar, which looks great with an accompanying shirt or t-shirt underneath or on its own. Made from 100% Merino wool, it provides warmth without any of the bulk normally asso","Scottish Dress",u-sw-b-xx,Regular,50.00,Y,0,0,Y,0,,N,,,,,,Y
,"Officer Sash Red (wool)","Red Officers Sash worn by Pipe Majors, Pipe Sergeants, Drum Majors and Drum Sergeants.","Scottish Dress",sash-officer-red,Regular,35.71,Y,4,4,Y,0,,N,,,,,,Y
,"Officer Sash Yellow (wool)","Yellow Officers Sash.","Scottish Dress",sash-officer-yellow,Regular,35.71,Y,1,1,Y,0,,N,,,,,,Y
,"Pashmina Scarf Black and Red","Colourful tartan Pashminas are perfect for adding colour to any ensemble. Super soft made from 100% pashmina. These scarves feel wonderful against your skin. Available in  different colours. Measures 24&#8243;x 67&#8243;(62cm x 170cm)","Scottish Dress",scarf-pashmina-blak,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Pashmina Scarf Blue","Colourful tartan Pashminas are perfect for adding colour to any ensemble. Super soft made from 100% pashmina. These scarves feel wonderful against your skin. Available in  different colours. Measures 24&#8243;x 67&#8243;(62cm x 170cm)","Scottish Dress",scarf-pashmina-blue,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Pashmina Scarf Fuscia","Colourful tartan Pashminas are perfect for adding colour to any ensemble. Super soft made from 100% pashmina. These scarves feel wonderful against your skin. Available in  different colours. Measures 24&#8243;x 67&#8243;(62cm x 170cm)","Scottish Dress",scarf-pashmina-fusci,Regular,19.05,Y,3,3,Y,0,,N,,,,,,Y
,"Pashmina Scarf Red","Colourful tartan Pashminas are perfect for adding colour to any ensemble. Super soft made from 100% pashmina. These scarves feel wonderful against your skin. Available in  different colours. Measures 24&#8243;x 67&#8243;(62cm x 170cm)","Scottish Dress",scarf-pashmina-red,Regular,19.05,Y,0,0,Y,0,,N,,,,,,Y
,"Polyviscose Tartan Fabric","Polyviscose Tartan Fabric","Scottish Dress",tartan-poly,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Rampand Lion on Sword Kilt Pin","Finish off your traditional kilt outfit to perfection. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the wind.","Scottish Dress",kiltpin-lionsword,Regular,19.05,Y,9,9,Y,1,,N,,,,,,Y
,"Round Brooch with Blue Stone","Thistle with Blue stone. Made of metal alloy 3 1/8 inches in diameter. 

Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit.","Scottish Dress",brooch-ths-stone-blu,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Round Brooch with Red Stone","Thistle with Red stone. Made of metal alloy 3 1/8 inches in diameter. 

Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit.","Scottish Dress",brooch-ths-stone-red,Regular,30.00,Y,-1,-1,Y,1,,N,,,,,,Y
,"Round Brooch with Stone","Thistle with Any color of stone Made of metal alloy 3 1/8 inches in diameter. 

Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit.","Scottish Dress",brooch-thistle-stone,Regular,30.00,Y,0,0,Y,0,,N,,,,,,Y
,"Safety Pin","Safety Pin","Scottish Dress",safety_pin,Regular,0.20,Y,22,22,Y,0,,N,,,,,,Y
,"Scottish Thistle on Sword Kilt Pin","Finish off your traditional kilt outfit to perfection. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the wind.","Scottish Dress",kiltpin-swordthistle,Regular,14.29,Y,9,9,Y,1,,N,,,,,,Y
,"Shield and Sword Kilt Pin","Finish off your traditional kilt outfit to perfection. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the wind.","Scottish Dress",kiltpin-shieldsword,Regular,19.05,Y,10,10,Y,0,,N,,,,,,Y
,"Shirt, Men&#039;s, Wing Collar, Black","Wing Collar Shirt for Men. Suitable for either Prince Charlie or Argyle. The perfect mix of fibres for comfort and easy care.","Scottish Dress",u-s-wc-b,Regular,40.00,Y,0,0,Y,0,,N,,,,,,Y
,"Stag Head Brooch Round ","Precisely made, beautiful Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit.","Scottish Dress",u-br-stag,Regular,27.62,Y,3,3,Y,0,,N,,,,,,Y
,Suspenders,Suspenders,"Scottish Dress",U-sus,Regular,15.00,Y,11,11,Y,1,,N,,,,,,Y
,"Sword Kilt Pin","Finish off your traditional kilt outfit to perfection. Used to add extra weight to the front apron of your kilt to prevent it from blowing around in the wind.","Scottish Dress",kiltpin-sword,Regular,14.29,Y,0,0,Y,0,,N,,,,,,Y
,"Tartan Scarf Green","Tartan Scarf Green.

Measures 36"" by 36"".","Scottish Dress",scarf-tartan-green,Regular,19.05,Y,3,3,Y,0,,N,,,,,,Y
,"Tartan Scarf Purple","Tartan Scarf Purple.

Measures 36"" by 36"".","Scottish Dress",scarf-tartan-ppl,Regular,19.05,Y,2,2,Y,0,,N,,,,,,Y
,"Tartan Scarf Red","Tartan Scarf Red.

Measures 36"" by 36"".","Scottish Dress",scarf-tartan-red,Regular,19.05,Y,3,3,Y,0,,N,,,,,,Y
,"Tartan Wool","Tartan Wool","Scottish Dress",wool-tartan,Regular,80.00,Y,0,0,Y,0,,N,,,,,,Y
,"Thistle Brooch Round Thistle","Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit.","Scottish Dress",u-br-thistle,Regular,27.62,Y,1,1,Y,1,,N,,,,,,Y
,"Thistle Brooch Square Cut Stone, Black","Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit. Black Stone.","Scottish Dress",u-br-sc-b,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Thistle Brooch Square Cut Stone, blue","Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit. Red Stone.","Scottish Dress",u-br-sc-bl,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Thistle Brooch Square Cut Stone, green","Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit. Green Stone.","Scottish Dress",u-br-sc-g,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Thistle Brooch Square Cut Stone, Red","Precisely made, beautiful Thistle Brooch to fasten your fly plaid below your shoulder. Ideal for any formal occasion as a part of full dress kilt outfit. Red Stone.","Scottish Dress",u-br-sc-r,Regular,60.00,Y,0,0,Y,0,,N,,,,,,Y
,"Wool Scarf Black Watch","Black Watch Tartan Ladies Tartan Sash or scarf.

Tassled ends.

Acrylic Fabric with features of wool without the itchiness.

Measures 90""(228cm) x 10.5"" (27cm).

If wearing as a sash, wear it over your right shoulder and across the chest .
Secure it with a brooch or pin.","Scottish Dress",scarf-wool-blkwatch,Regular,20.00,Y,1,1,Y,1,,N,,,,,,Y
